,books_id,language_code,average_rating,deskripsi,penerbit,jml_halaman,tahun_terbit,url,image,judul,penulis,isbn,genre
954,2125,eng,3.54,"These stories reflect Kipling's own experiences in life. Kipling was born in India in 1865 but in 1871 he was sent to England to live with a foster family - an unhappy experience which is chronicled in 'Baa Baa, Black Sheep'.",Penguin Books Ltd,54.0,1995.0,https://www.goodreads.com/book/show/514367.Baa_Baa_Black_Sheep_and_The_Gardener,https://images.gr-assets.com/books/1423168891m/514367.jpg,"Baa Baa, Black Sheep and The Gardener",Rudyard Kipling,9780146000140,"['Short Stories', 'Fiction', 'Classics', 'Historical Fiction', 'France', 'India', 'World War I']"
955,2126,eng,4.41,"The Year We Failed America -- and How to Recover Her for Good
Three critical events in 1913, followed by a corresponding event in 1936, together struck a resounding blow to America's freedom. In fact, they triggered the greatest turning point away from freedom in modern times.
What were these dangerous events? Why do so few American citizens know about them--especially since they dramatically and negatively impact every detail of their lives? Most importantly, how can their effects be reversed and freedom restored?
1913 answers these questions and more. This is not a doomsday book for alarmists, but rather an optimistic action guide for thoughtful, dedicated freedom-lovers. DeMille provides three clear, detailed, and practical solutions you can implement to restore America's freedom and revitalize her prosperity.
A new turning point of freedom is desperately needed. And reading this book will propel you to the front lines of that shift.",Obstacles Press,208.0,2012.0,https://www.goodreads.com/book/show/15766121-1913,https://images.gr-assets.com/books/1345915463m/15766121.jpg,1913,Oliver DeMille,9780985338763,"['History', 'Nonfiction', 'Leadership', 'Politics', 'Historical', 'Economics', 'American History']"
956,2127,eng,4.11,"George W. Bush, the 43rd President of the United States, has authored a personal biography of his father, George H. W. Bush, the 41st President. 
Forty-three men have served as President of the United States. Countless books have been written about them. But never before has a President told the story of his father, another President, through his own eyes and in his own words. A unique and intimate biography, the book covers the entire scope of the elder President Bush's life and career, including his service in the Pacific during World War II, his pioneering work in the Texas oil business, and his political rise as a Congressman, U.S. Representative to China and the United Nations, CIA Director, Vice President, and President. The book shines new light on both the accomplished statesman and the warm, decent man known best by his family. In addition, George W. Bush discusses his father's influence on him throughout his own life, from his childhood in West Texas to his early campaign trips with his father, and from his decision to go into politics to his own two-term Presidency.",Random House Audio,8.0,2014.0,https://www.goodreads.com/book/show/22890294-41,https://images.gr-assets.com/books/1466104822m/22890294.jpg,41: A Portrait of My Father,George W. Bush,9781101913154,"['Biography', 'Nonfiction', 'History', 'Politics', 'Presidents', 'Biography Memoir', 'Memoir']"
957,2131,eng,3.68,"The acclaimed National Book Award finalist -- ""one of the United States' finest writers,"" according to Joshua Ferris, ""full of wit, humanity, and fearless curiosity"" -- now gives us a novel that will join the short list of classics about children caught up in the Holocaust.
Aron, the narrator, is an engaging if peculiar and unhappy young boy whose family is driven by the German onslaught from the Polish countryside into Warsaw and slowly battered by deprivation, disease, and persecution. He and a handful of boys and girls risk their lives by scuttling around the ghetto to smuggle and trade contraband through the quarantine walls in hopes of keeping their fathers, mothers, brothers, and sisters alive, hunted all the while by blackmailers and by Jewish, Polish, and German police, not to mention the Gestapo.
When his family is finally stripped away from him, Aron is rescued by Janusz Korczak, a doctor renowned throughout prewar Europe as an advocate of children's rights who, once the Nazis swept in, was put in charge of the Warsaw orphanage. Treblinka awaits them all, but does Aron manage to escape -- as his mentor suspected he could -- to spread word about the atrocities?
Jim Shepard has masterfully made this child's-eye view of the darkest history mesmerizing, sometimes comic despite all odds, truly heartbreaking, and even inspiring. Anyone who hears Aron's voice will remember it forever.",Random House Audio,6.0,2015.0,https://www.goodreads.com/book/show/22890292-the-book-of-aron,https://images.gr-assets.com/books/1432682273m/22890292.jpg,The Book of Aron,Jim Shepard,9781101912959,"['Historical Fiction', 'Fiction', 'Holocaust', 'World War II', 'Historical', 'War', 'Poland']"
958,2133,eng,4.1,"An exciting new series about those adorable pets that just won't behave -- it's Marley & Me for middle-grade readers!
Rosie loves everything to be pretty and organized, so when she's finally allowed to get her own dog, she chooses an adorable, precious little poodle. But when it turns out her princess would rather get messy than sit on a fancy pillow, will Rosie be able to handle the mischievous pup?",Scholastic Paperbacks,176.0,2009.0,https://www.goodreads.com/book/show/6556424-mud-puddle-poodle,https://images.gr-assets.com/books/1328838960m/6556424.jpg,"Mud-Puddle Poodle (Pet Trouble, #3)",Tui T. Sutherland,9780545102438,"['Animals', 'Realistic Fiction', 'Chapter Books', 'Childrens']"
959,2134,eng,4.52,"NEBADOR - the incredible journey of five young adults from poverty and oppression to respected citizenship in the wide universe ...
A long line of mysterious planets, all stranger than any story, lie between the birthplace of the young crew and their destination among the stars. Each planet, and the vast stretches of space between, hold frightening dangers and wonderful opportunities. Events from twenty thousand years in the past have much to teach the new crew, but they fall into a deadly trap from which even the captain cannot find an escape.
BOOK FIVE: BACK TO THE STARS is the fifth book in the NEBADOR series. These stories are filled with wit-sharpening and skill-honing challenges - mental, emotional, and spiritual - for both the characters and the reader. It is truly a grand adventure in which the characters come to understand a beloved saying of the Nebador Transport Service: Personal power is the ability to stand on your own two feet, with a smile on your face, in the middle of a universe that contains a million ways to crush you.
This book includes the short stories ""Buna's New World"" by Karen Buchanan, and ""First Taste of Freedom"" by Katelynn Persons, winners of the early 2011 NEBADOR writing contest.",Nebador Archives,174.0,2011.0,https://www.goodreads.com/book/show/13176866-back-to-the-stars,https://images.gr-assets.com/books/1323437960m/13176866.jpg,"Back to the Stars (NEBADOR, #5)",J.Z. Colby,9781936253388,[]
960,2138,eng,3.95,"Tara and Chandan have always been close. They were, after all, born as conjoined twins. But a horrific revelation drives a wedge between the siblings, plunging Chandan into a cycle of guilt and blame from which he cannot escape. One of Mahesh Dattani's most popular works, Tara was also one of the first Indian plays in English to highlight the dangers of gender discrimination, and the insidious ways in which it operates in our society.",Orient Longman,61.0,1995.0,https://www.goodreads.com/book/show/583759.Tara,https://images.gr-assets.com/books/1467228840m/583759.jpg,Tara: A Play In Two Acts,Mahesh Dattani,9788175300033,"['Plays', 'Drama', 'Indian Literature', 'Fiction', 'India']"
961,2141,eng,3.64,"Dakota Law has a way with words. Country music's brightest star, the lyrics he writes make every woman melt.
Chelsea Stone is rock music's legendary bad girl with a mane of dark curls, red lips and flashy long legs, but that's not enough to stop a career on the skids and the big zero in the romance score.
Dakota isn't having any of it. And he definitely isn't going to write the song she so desperately needs to revive her career.
In their battle of wills, could it actually be desire that wins out?",Diversion Books,164.0,2013.0,https://www.goodreads.com/book/show/17992572-love-me,https://images.gr-assets.com/books/1369779502m/17992572.jpg,"Love, Me",Tiffany White,9781626810204,"['Romance', 'Harlequin', 'Contemporary Romance']"
962,2145,eng,4.0,"First published in 1865, Alice's Adventures in Wonderland began as a story told to Alice Liddell and her two sisters on a boating trip in July of 1862. The novel follows Alice down a rabbit-hole and into a surreal world of strange and wonderful characters who constantly turn everything upside-down with their mind-boggling logic and word play, and their fantastic parodies. Carroll's fable illustrates his masterful ability to weave logic with nonsense in a tale that continues to delight all ages.While this great classic is widely available, the Broadview edition is unique. Richard Kelly combines Alice's Adventures in Wonderland not with the later (and largely distinct) work Through the Looking Glass but rather with Alice's Adventures Under Ground, Lewis Carroll's first version of the story. Readers are thus able to trace the literary revisions, and to compare Caroll's own illustrations in the original with the famous John Tenniel illustrations for Alice's Adventures in Wonderland. Among the many other materials included in the Broadview Literary Texts edition are a substantial selection of early reviews, selections from Carroll's diaries and correspondence, Carroll's early nonsense poems, and the originals of the poems parodied in his text.",Broadview Press Inc,356.0,2000.0,https://www.goodreads.com/book/show/37700.Alice_s_Adventures_in_Wonderland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Alice's Adventures in Wonderland,Lewis Carroll,9781551112237,"['Fantasy', 'Fiction', 'Childrens', 'Classics', 'Audiobook', 'Adventure', 'Middle Grade']"
963,2146,eng,4.15,"#1New York Timesbestselling author John Grisham's newest legal thriller takes you inside a law firm that's on shaky ground.
Mark, Todd, and Zola came to law school to change the world, to make it a better place. But now, as third-year students, these close friends realize they have been duped. They all borrowed heavily to attend a third-tier, for-profit law school so mediocre that its graduates rarely pass the bar exam, let alone get good jobs. And when they learn that their school is one of a chain owned by a shady New York hedge-fund operator who also happens to own a bank specializing in student loans, the three know they have been caught up in The Great Law School Scam.
But maybe there's a way out. Maybe there's a way to escape their crushing debt, expose the bank and the scam, and make a few bucks in the process. But to do so, they would first have to quit school. And leaving law school a few short months before graduation would be completely crazy, right? Well, yes and no . . .
Pull up a stool, grab a cold one, and get ready to spend some time at The Rooster Bar.",Books on Tape,12.0,2017.0,https://www.goodreads.com/book/show/34314792-the-rooster-bar,https://images.gr-assets.com/books/1503309620m/34314792.jpg,The Rooster Bar,John Grisham,9780399565014,"['Fiction', 'Mystery', 'Thriller', 'Audiobook', 'Legal Thriller', 'Crime', 'Mystery Thriller']"
964,2147,eng,3.66,"A reclusive man, retreating to the Irish countryside with his sister, finds himself one day at the portal to another dimension. Years later, amid the crumbling ruins of his home, a pair of travelers find his diary and its horrifying details of the terrors that stalked his world -- grotesque, swine-like monsters crawling from an abyss to swarm about the doors, fierce storms that threatened to unleash malevolent supernatural powers, and a harrowing vision of the death of the solar system.""A classic of the first order,"" declared H. P. Lovecraft of this hugely influential novel. First published in 1908, it bridges the era between traditional ghost stories and modern fantasy. Modern readers will savor its compelling journey through space and time and its evocative blend of the best aspects of horror and science fiction.",Dover Publications,160.0,2008.0,https://www.goodreads.com/book/show/4305955-the-house-on-the-borderland,https://images.gr-assets.com/books/1328862881m/4305955.jpg,The House on the Borderland,William Hope Hodgson,9780486468792,"['Horror', 'Fantasy', 'Fiction', 'Classics', 'Gothic', 'Science Fiction', 'Weird Fiction']"
965,2150,eng,4.43,"""Dare To Be A Champion"" is the autobiography of Dato' Lee Chong Wei, a professional badminton player from Malaysia.
Since August 21st, 2008 he has been ranked as the world's no. 1 badminton men singles player on the Badminton World Federation (BWF) World Ranking list for more than 172 weeks. He has also been called ""The Hero of the Nation"" by Najib Razak, the Prime Minister of Malaysia.
2011 was the turning point in Dato' Lee's life - he found new values in life. He then began to work with his professional consulting team to thoroughly prepare for his future - life after retirement from badminton.",Bukuganda Digital & Publication,199.0,2012.0,https://www.goodreads.com/book/show/14739030-dare-to-be-a-champion,https://images.gr-assets.com/books/1338277338m/14739030.jpg,Dare To Be A Champion,Chong Wei Lee,9789671084328,['Biography']
966,2151,eng,4.27,"A Woman Scorned? Not Quite... After playing runaway bride, Kat's world gets turned upside down, yet again. Humiliated and frustrated, Kat, runs straight into the the arms of Karma. A serious force to be reckoned with, Karma, shows Kat the reality behind her love-'em-and-leave-'em ways. Will Karma be enough to help Kat see the light, or will her views on the men in her life be re-enforced?",Verb Publishing,150.0,2011.0,https://www.goodreads.com/book/show/6928773-between-my-legs-a-novella,https://images.gr-assets.com/books/1274329374m/6928773.jpg,Between My Legs a novella,Junnita Jackson,9780578036557,['Romance']
967,2153,eng,4.01,"Tempest Agent Jackson Meyer's back. Just . . . he barely survived the time jump forward to the year 3200 and another jump will probably kill him. Imprisoned by Eyewall, an opposition organization determined to shape the future according to their will, regardless of the human cost, Jackson needs to decide once and for all what really matters to him. Trying to save the people he loves - including Holly, one-time love of his life and in this timeline at least an Eyewall recruit - or risking everything to try to prevent this horrific future from ever taking place. But things are not always as they seem. And as the truth unravels, Jackson is forced to realise just how much love costs.",Macmillan Children's Books,338.0,2014.0,https://www.goodreads.com/book/show/18942607-timestorm,https://images.gr-assets.com/books/1385360468m/18942607.jpg,"Timestorm (Tempest, #3)",Julie Cross,9780230758483,"['Time Travel', 'Young Adult', 'Science Fiction', 'Romance', 'Fantasy', 'Paranormal', 'Fiction']"
968,2154,eng,4.67,"Chris Thompson is back! Recovering from his last mission in the award winning Happy Utopia Day, Joe McCarthy, the unlikely super spy is recalled into service to battle a resurgent Big Mac Party and its McCarthyism worshipping zealots.
After Chris finally receives some formal spy training, he assembles his old band of hilarious misfit warriors in an attempt to destroy the swarms of mini-drones which are enforcing Big Mac's totalitarian policies.
The mission quickly becomes personal for Chris when Big Mac captures his wife and son.
Ultimately, Chris must decide what is worth saving more; his country or his family.",Green Light Books,328.0,2016.0,https://www.goodreads.com/book/show/29074533-little-joe-mccarthy-king-of-america,https://images.gr-assets.com/books/1455228613m/29074533.jpg,"Little Joe McCarthy, King of America (Chris Thompson, #2)",J.T. Lundy,9780996070805,[]
969,2158,eng,3.77,"Senior year of college is for studying, partying, and having fun before getting serious about life. Instead, Chad's days are filled with headaches and exhaustion, and his fencing skills are getting worse with practice, not better. Then there's his nonexistent love life, full of girls he's shunted to the friend zone. Is he asexual? Gay?
Grad student Warren Douglas could be out clubbing, but his roommate is better company, even without kisses. He's torn up watching Chad suffer, gobbling ibuprofen and coming home early on Friday nights. If Chad weren't straight, Warren would keep him up past midnight. They're great as friends. Benefits might answer Chad's questions.
A brief encounter with lab rats reveals Chad's illness--he needs surgery, STAT, and can't rely on his dysfunctional parents for medical decisions. Warren's both trustworthy and likely to get overruled--unless they're married. ""You can throw me back later,"" Warren says, and he may throw himself back after his husband turns out moody and hard to get along with, no matter how much fun his new sex drive is. Surgery turns Chad into a new man, all right...
...but Warren fell in love with the old one.",Dreamspinner,276.0,2015.0,https://www.goodreads.com/book/show/24484078-a-new-man,https://images.gr-assets.com/books/1421176355m/24484078.jpg,A New Man,P.D. Singer,9781632166432,"['M M Romance', 'Contemporary', 'College', 'Romance', 'New Adult', 'Disability', 'LGBT']"
970,2159,eng,4.04,"Stephenie has revealed to the world that she is a witch!
The faithful followers of Felis and the other gods are now demanding that she be burned to prevent the spread of the demon god's evil. However, another voice is rising up, declaring that she has already been cleansed of Elrin's influence and that she is chosen by the gods; it is a claim Stephenie detests.
To make matters worse, her brother, who by rights of succession is now King, lacks the funds to pay his soldiers and keep control of Cothel. Their mother, having fled to Kynto with the treasury and war supplies, has emboldened some of the dukes and many of the barons to demand more control of the country in exchange for their support.
Can Stephenie avoid the fires of the followers of Felis and people she once called friend or will their claims of righteous anger overwhelm her support? And even if she avoids being burned alive, will her presence simply be the catalyst that plunges Cothel into a civil war?","Mountain Pass Publishing, LLC",303.0,2013.0,https://www.goodreads.com/book/show/17616596-daughter-s-justice,https://images.gr-assets.com/books/1363304597m/17616596.jpg,Daughter's Justice,Thaddeus Nowak,9780985285159,['Fantasy']
971,2163,eng,4.19,"New from bestselling authors Mindy Starns Clark and Susan Meissner, The Amish Blacksmith(Book 2 in The Men of Lancaster County series) explores the men of an Amish community in Lancaster County, how their Amish beliefs play out in their unique roles, and the women who change their lives.
Apprenticed blacksmith Jake Miller is skeptical of Priscilla Kinsinger's innate ability to soothe troubled horses, especially when he has own ideas on how to calm them. Six years earlier, Priscilla's mother died in an awful accident at home, and Priscilla's grief over losing her mother was so intense that she was sent to live with relatives in Ohio. She has just returned to Lancaster County.
Not that her homecoming matters to Jake, who is interested in courting lighthearted Amanda Shetler. But Jake's boss is Priscilla's uncle, and when the man asks Jake to help his niece reconnect with community life, he has no choice but to do just that. Surprisingly, he finds himself slowly drawn to the beautiful but emotionally wounded Priscilla.
Jake then determines to prove to her that it's not her fault her mother died, but what he discovers will challenge everything they both believe about the depth of love and the breadth of forgiveness.",Harvest House Publishers,352.0,2014.0,https://www.goodreads.com/book/show/19501621-the-amish-blacksmith,https://images.gr-assets.com/books/1401077146m/19501621.jpg,The Amish Blacksmith,Mindy Starns Clark,9780736957366,"['Amish', 'Romance', 'Amish Fiction', 'Christian Fiction', 'Christian', 'Contemporary', 'Fiction']"
972,2168,eng,4.2,"Never Let Go, a New Adult Romance Novel Recommended for Ages 18 and Up
Book #5 in the series beginning with ""Tasting Never""
Book #6: Never Did Say Releases July, 2015
""You can't just turn off love, Zella.""
I'm going home with my head held in shame. I let the anger get the best of me, watched my heart get shattered in two, and had the audacity to ignore my mistake. Love is pain. It can be beautiful, sure, but beauty always fades. I should've known better. How am I supposed to tell my sister, Beth, that all of her hard work was for nothing? That my scholarships are gone, that the money she's been sending me is gone? I've given myself no choice. I have to go home. I have to face Noah. I have to look in the mirror and face the one person that scares me the most: myself.
""Humans were made to love.. It's the only thing our species is really good at.""
*Never Series Reading Order*
Book #1: Tasting Never
Book #2: Finding Never
Book #3: Keeping Never
OR Books #1-#3: Tasting, Finding, Keeping: The Story of Never
Book #4: Never Can Tell
Book #5: Never Let Go
Book #6: Never Did Say",Sarian Royal,208.0,2014.0,https://www.goodreads.com/book/show/18159850-never-let-go,https://images.gr-assets.com/books/1413553615m/18159850.jpg,"Never Let Go (Tasting Never, #5)",C.M. Stunich,9781938623851,"['Romance', 'New Adult', 'Contemporary Romance', 'New Adult Romance', 'Contemporary']"
973,2172,eng,3.0,"Jenny Drai's The New Sorrow Is Less Than the Old Sorrow is magic. Here the sources of the self (the selves) and the sources of love (loves) open and sing and challenge themselves. This poet renews rituals, this poet renews language.
--Joseph Lease
Jenny Drai's work asks that the reader ""throw water against your heart as if that dragnet of emotions were a cliff. then master it."" Reading these poems is the experience of puzzling with, even throwing oneself against, glass. Each shard is ripe with danger, and yet a whole picture will emerge, deftly and with booming imagination, if you choose to engage with the elements of this language. What I love most about Jenny Drai's work is her faster-than-light, almost synesthetic switches. Poems that seem to be telling a love story are in fact heralding in a new color of visible light. And, of course, this teaches us what love really is.
--Emily Kendal Frey
Jenny Drai's The New Sorrow Is Less Than the Old Sorrow is one of those vibrating works that somehow find electrical current to the light bulbs in your memory that have long lost their incandescence. The warmth from those burning pears can warm the dark forgotten corners of your past, but they can also bathe old haunts with cold remembrances. They can even startle you and make you laugh out loud at your own surprise. I've never read a book of poetry that has so closely resonated with me, and I've never been more convinced that there is a Werther and an old Goethe in us all.
--Jack Morgan",Black Lawrence Press,41.0,2015.0,https://www.goodreads.com/book/show/25358901-the-new-sorrow-is-less-than-the-old-sorrow,https://images.gr-assets.com/books/1429030875m/25358901.jpg,The New Sorrow Is Less Than the Old Sorrow,Jenny Drai,9781625579928,['Poetry']
974,2175,eng,3.89,"He was evil personified.
In the Spring of 1997, a serial killer held Nashville, Tennessee in an icy grip of terror. In February, he murdered two employees at a Captain D's restaurant. In March, he struck a McDonalds just miles away, killing three people and maiming one. In April, he kidnapped and slaughtered two Baskin-Robbins employees.They called him ""The Fast Food Killer"" but his real name is Paul Dennis Reid, Jr. When he was caught and sentenced to seven death sentences, yet a new chapter began in the saga of one of the most heinous serial killers in our time, and the people whose lives he cut short.
The victims were reduced to being called ""the victims of Paul Reid."" Until now. Here, for the first time, and with the approval of the family and friends, are the stories of those innocent, young people whose lives were ended far too soon. It is also the story of how a crime ripped a city apart.",Judith A. Yates,454.0,2014.0,https://www.goodreads.com/book/show/23719563-when-nashville-bled,https://images.gr-assets.com/books/1418097962m/23719563.jpg,When Nashville Bled: the untold stories of serial killer Paul Dennis Reid,Judith A. Yates,9781502773371,"['True Crime', 'Nonfiction']"
975,2184,eng,3.4,"Meet Mary McScary. Mary likes to be scary. She scares her mom, her dad, her pets, and even a balloon! But there's just one person Mary can't scare -- her cousin, Harry McScary. He's not afraid of the usual things, like spiders, snakes, and other creepy crawlies. But Mary doesn't give up that easily, and one way or another she'll find a way to give Harry the scareof his life. . . Beware of Mary McScary!
Renowned bestselling children's book talents R.L. Stine, creator of the Goosebumps series, and Marc Brown, creator of the Arthur Adventure series, join forces once again in a spine-tingling, wildly funny picture book story featuring a fearless anti-heroine that will have kids and their parents cheering, ""BOOOOOO!""",Orchard Books,40.0,2017.0,https://www.goodreads.com/book/show/33938936-mary-mcscary,https://images.gr-assets.com/books/1486859403m/33938936.jpg,Mary McScary,R.L. Stine,9781338038569,"['Picture Books', 'Childrens', 'Halloween', 'Humor', 'Fiction', 'Juvenile', 'Storytime']"
976,2189,eng,3.77,"Vampiress Coco Jeffres has lost her mojo. She plans to use her solstice trip to Mystic Isle, the pleasure playground for paranormals, to get it back. For once she's looking for lust, not love. What she hadn't planned on was coming face to face with an old obsession.
Tall, dark, and oh-so-handsome werewolf Grayson West is well versed in the arts of war and women. He's got one week to blow off steam before he heads out on his next mission and he's more than willing to help a lady find her inner vixen.
Especially when she's the same beautiful blue eyed vamp he met one hundred years ago and has never been able to forget. They were once sworn enemies, pulled apart by war. Now they're lovers. But history has a way of rearing its ugly head and their new relationship will have to stand up to the test of loyalty, friendship and even time itself.",Selena Blake - Smashwords,96.0,2012.0,https://www.goodreads.com/book/show/16165331-fangs-fur-and-mistletoe,https://images.gr-assets.com/books/1353613235m/16165331.jpg,"Fangs, Fur and Mistletoe (Mystic Isle, #1)",Selena Blake,9781301189601,"['Paranormal', 'Paranormal Romance', 'Romance', 'Vampires', 'Shapeshifters', 'Erotica', 'Holiday']"
977,2190,eng,4.0,"An illustrated collection of true and fictional anecdotes, stories, and reminiscences by well-known children's authors and illustrators about books and the experience of reading.",Putnam Juvenile,64.0,1986.0,https://www.goodreads.com/book/show/4151042-once-upon-a-time,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Once Upon a Time,Judy Plume,9780399213694,[]
978,2195,eng,4.19,"The United States is gone, along with its flooded coasts. North America's two warring nations, the western Republic and the eastern Colonies, have reached a breaking point. In the midst of this broken continent and dark new world are two teenagers who will go down in history - 15-year old Day and 15-year-old June.",Razorbill,262.0,2011.0,https://www.goodreads.com/book/show/11888056-legend,https://images.gr-assets.com/books/1382346961m/11888056.jpg,"Legend (Legend, #1)",Marie Lu,9780141339412,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Fiction', 'Adventure']"
979,2197,eng,4.05,"""God has a special providence for fools, drunks and the United States of America.""--Otto von Bismarck
America's response to the September 11 attacks spotlighted many of the country's longstanding goals on the world stage: to protect liberty at home, to secure America's economic interests, to spread democracy in totalitarian regimes and to vanquish the enemy utterly.
One of America's leading foreign policy thinkers, Walter Russell Mead, argues that these diverse, conflicting impulses have in fact been the key to the U.S.'s success in the world. In a sweeping new synthesis, Mead uncovers four distinct historical patterns in foreign policy, each exemplified by a towering figure from our past.
Wilsonians are moral missionaries, making the world safe for democracy by creating international watchdogs like the U.N. Hamiltonians likewise support international engagement, but their goal is to open foreign markets and expand the economy. Populist Jacksonians support a strong military, one that should be used rarely, but then with overwhelming force to bring the enemy to its knees. Jeffersonians, concerned primarily with liberty at home, are suspicious of both big military and large-scale international projects.
A striking new vision of America's place in the world, Special Providencetranscends stale debates about realists vs. idealists and hawks vs. doves to provide a revolutionary, nuanced, historically-grounded view of American foreign policy.",Routledge,378.0,2002.0,https://www.goodreads.com/book/show/87505.Special_Providence,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Special Providence: American Foreign Policy and How It Changed the World,Walter Russell Mead,9780415935364,"['History', 'Politics', 'Nonfiction', 'International Relations', 'American History', 'Political Science', 'United States']"
980,2199,eng,4.13,"On April 20, 1999, Eric Harris and Dylan Klebold walked into Columbine High School in Littleton, Colorado. Over the course of minutes, they would kill twelve students and a teacher and wound twenty-four others before taking their own lives.For the last sixteen years, Sue Klebold, Dylan's mother, has lived with the indescribable grief and shame of that day. How could her child, the promising young man she had loved and raised, be responsible for such horror? And how, as his mother, had she not known something was wrong? Were there subtle signs she had missed? What, if anything, could she have done differently?
These are questions that Klebold has grappled with every day since the Columbine tragedy. In A Mother's Reckoning, she chronicles with unflinching honesty her journey as a mother trying to come to terms with the incomprehensible. In the hope that the insights and understanding she has gained may help other families recognize when a child is in distress, she tells her story in full, drawing upon her personal journals, the videos and writings that Dylan left behind, and on countless interviews with mental health experts.
Filled with hard-won wisdom and compassion, A Mother's Reckoningis a powerful and haunting book that sheds light on one of the most pressing issues of our time. And with fresh wounds from the recent Newtown and Charleston shootings, never has the need for understanding been more urgent.
All author profits from the book will be donatedto research and to charitable organizations focusing on mental health issues.",Books On Tape,11.0,2016.0,https://www.goodreads.com/book/show/34504470-a-mother-s-reckoning,https://images.gr-assets.com/books/1488914969m/34504470.jpg,A Mother's Reckoning: Living in the Aftermath of Tragedy,Sue Klebold,9780147526724,"['Nonfiction', 'Memoir', 'True Crime', 'Biography', 'Audiobook', 'Crime', 'Biography Memoir']"
981,2202,eng,3.32,"This edition is no longer available.
Cowboys aren't always what they seem...They're often so much more.
Sheriff Dane Carter was only looking for a cold one when he stepped into Duke's Bar & Grill after a long shift but ended up finding trouble instead. From the moment he laid eyes on Tyler he'd known the man would be trouble. When a bar fight turns into an explosive sexual encounter, Tyler becomes an instant temptation he can't afford. Then the real trouble begins.
Tyler Evans came to Chicory hoping for a chance to clean up his act and start over. In one night his new life begins to unravel. A harmless game of pool spirals out of control and he's later accused of a crime he didn't commit. Determined to prove his innocence, he decides to attach himself to the sheriff until they find the real culprit. If he happens to get his hands on the deliciously handsome man haunting his thoughts again--so be it.
When the situation turns dangerous, the tension between Dane and Tyler reaches the breaking point. In the heat of the moment Tyler goes too far and his hope for the future walks out the door, leaving him with a murky future at best.",Resplendence Publishing LLC,88.0,2012.0,https://www.goodreads.com/book/show/13411294-buckle-down,https://images.gr-assets.com/books/1326373833m/13411294.jpg,Buckle Down (Evans Brothers #2),Eve Cassidy,9781607354543,"['M M Romance', 'Westerns', 'Contemporary']"
982,2203,eng,4.09,"When an Iranian nuclear scientist wants to defect, the Canadian Intelligence Service sends in its best agent, Justin Hall. After his mission is compromised and Justin barely escapes northern Iran with his life, he sets out to discover who has put him and the Service in grave danger. CIA information about a traitor in the Service sends Justin into violence-soaked Somalia, where he quickly becomes ensnared in a web of lies and deceit. He's left with no choice but to go rogue and form an alliance with Romanov, a sinister Russian oil baron. Cut off from the Service, Justin is forced to navigate through ever-shifting alliances and survive deep inside a Yemeni terrorist stronghold. All the while, he's being hunted by a traitor. This tour-de-force spy thriller is the hottest page-turner of the summer. New and old fans alike will love this new suspenseful novel in the Justin Hall series. The bonus content includes the first four chapters of DOUBLE AGENTS, the fourth book in the Justin Hall series, which is expected to come out this winter.",Ethan Jones,304.0,2013.0,https://www.goodreads.com/book/show/18816525-fog-of-war,https://images.gr-assets.com/books/1385965970m/18816525.jpg,"Fog of War (Justin Hall, #3)",Ethan Jones,9780992006204,"['Thriller', 'Fiction', 'Espionage', 'Drama', 'Adventure']"
983,2208,eng,3.69,"It's not the police I'm running from.
Logan Bishop is a handsome thief living off a stash of stolen diamonds. But when his murderous ex-partner tracks him down, Logan must find a way to turn the tables--or lose the only woman who can handle the truth.",BookShots,2.0,2016.0,https://www.goodreads.com/book/show/30282650-the-pretender,https://images.gr-assets.com/books/1490615581m/30282650.jpg,The Pretender,James Patterson,9781478969426,"['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Short Stories', 'Novella', 'Mystery Thriller']"
984,2210,eng,3.84,"16-year-old Wendy Davies crashes her car into a lake on a late summer night in New England with her two younger brothers in the backseat. When she wakes in the hospital, she is told that her youngest brother, Michael, is dead. Wendy -- a once rational teenager - shocks her family by insisting that Michael is alive and in the custody of a mysterious flying boy. Placed in a new school, Wendy negotiates fantasy and reality as students and adults around her resemble characters from Neverland. Given a sketchbook by her therapist, Wendy starts to draw. But is The Wendy Project merely her safe space, or a portal between worlds?",Super Genius,96.0,2017.0,https://www.goodreads.com/book/show/31450718-the-wendy-project,https://images.gr-assets.com/books/1485255292m/31450718.jpg,The Wendy Project,Melissa Jane Osborne,9781629917696,"['Graphic Novels', 'Young Adult', 'Fantasy', 'Comics', 'Fiction', 'Retellings', 'Teen']"
